Region Name,Indicator,Indicator Name,Indicator - Note,Indicator - Source,Indicator - unit,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Illinois,ACD,Land Area,Total land area including non-agricultural,U. S. Department of Agriculture,Acres,Acres,,,,,,,,,,,,,35573494.0,,,,,35529619.0,,,,,35532405.0,,,,
Indiana,AAC,Persons Obtaining Legal Permanent Resident Status,Legal permanent residents (LPRs) are persons who have been granted lawful permanent residence in the United States. They are also known as “green card” recipients,U. S. Department of Homeland Security,Number of persons,Number of persons,,,,,,,,,,,,,,5241.0,6262.0,6913.0,8122.0,6639.0,8028.0,9087.0,8539.0,8262.0,8359.0,7668.0,8008.0,8554.0,
Indiana,AAD,Total Federal Government Expenditure,"Include federal expenditures or obligation for the grants, salaries and wages, procurement contracts, direct payments for individuals, including retirement and disability and other direct payments. Total expenditure does not include data on contingent liabilities (loans and insurance)","U. S. Census Bureau, Consolidated Federal Funds Report (CFFR)",Millions of dollars,Millions of dollars,,,,,,,24200.0,25100.0,26100.0,27400.0,28700.0,32200.0,34200.0,35500.0,37900.0,42300.0,43700.0,47300.0,52800.0,61100.0,58600.0,,,,,,
Indiana,AAE,Number of Farms,"A farm is any establishment from which $1,000 or more of agricultural products were sold or would normally be sold during the year. Number of farms and land in farms were revised for 2007 at the U.S. and State level based on the Census of Agriculture",United States Department of Agruculture (USDA),Number,Number,,,,,,,,,,,,62100.0,60300.0,59500.0,59300.0,59000.0,59000.0,61000.0,60700.0,61100.0,61200.0,61100.0,58700.0,58500.0,58200.0,57700.0,57500.0
Indiana,AAF,Total Employment,"The BEA employment series for states and local areas comprises estimates of the number of jobs, full-time plus part-time, by place of work. Full-time and part-time jobs are counted at equal weight. Employees, sole proprietors, and active partners are included, but unpaid family workers and volunteers are not included.",U. S. Bureau of Economic Analysis (BEA),Thousands of Jobs,Thousands of Jobs,3069771.0,3071856.0,3120633.0,3197238.0,3287330.0,3379373.0,3418009.0,3476263.0,3544327.0,3597152.0,3649447.0,3588931.0,3554515.0,3554429.0,3597377.0,3639388.0,3679389.0,3726658.0,3691356.0,3534937.0,3528105.0,3593898.0,3643822.0,3685255.0,3739523.0,3808403.0,
Indiana,AAH,Extended Mass Layoff Events,"Total private nonfarm. Extended mass layoff is an event where 50 or more workers filed initial claims for unemployment insurance benefits from a private nonfarm employer during a consecutive 5-week period, with at least 50 workers separated for more than 30 days. In States with trigger levels of fewer than 50 initial claimants, employers must confirm that 50 or more people were laid off for more than 30 days in order for events to be classified as extended mass layoffs.",U. S. Bureau of Labor Statistics (BLS),Number of Events,Number of Events,,,,,,,,,106.0,76.0,95.0,186.0,163.0,157.0,108.0,107.0,98.0,119.0,289.0,277.0,114.0,109.0,106.0,,,,
Indiana,AAI,Separations,Separations indicate the number of employees laid off in the extended mass layoff events. Total private nonfarm.,U. S. Bureau of Labor Statistics (BLS),Number,Number,,,,,,,,,29650.0,13195.0,15923.0,35111.0,29959.0,27149.0,21311.0,18373.0,17120.0,17443.0,46816.0,39600.0,12835.0,12423.0,13710.0,,,,
Indiana,AAQ,Average Compensation per Job,Average compensation per job is compensation of employees divided by total full-time and part-time wage and salary employment,U. S. Bureau of Economic Analysis (BEA),dollars,dollars,25960.0,27152.0,28667.0,29530.0,30677.0,31223.0,32181.0,33354.0,35177.0,36461.0,37997.0,39213.0,40372.0,41737.0,43454.0,44674.0,46170.0,47379.0,48568.0,48191.0,49647.0,50828.0,52192.0,52477.0,54059.0,55159.0,
Indiana,AAG,Drop in Welfare Rolls,,,Number of families on welfare,Number of families on welfare,,,,73115.0,,,,,,,35068.0,,,,,,,,,,,,,,,,
Indiana,AAK,Personal Income,"The personal income of an area is defined as the income that is received by, or on behalf of, all the individuals who live in the area; therefore, the estimates of personal income are presented by the place of residence of the income recipients. Personal income consists of the income that is received by persons from participation in production, from government and business transfer payments, and from government interest (which is treated like a transfer payment). It is calculated as the sum of wage and salary disbursements, other labor income, proprietors' income with inventory valuation and capital consumption adjustments, rental income of persons with capital consumption adjustment, personal dividend income, personal interest income, and transfer payments to persons, less personal contributions for social insurance.",U. S. Bureau of Economic Analysis (BEA),Millions of dollars,Millions of dollars,98288101.0,101120415.0,109582337.0,115567139.0,122830283.0,128383921.0,135673335.0,142738061.0,154164390.0,160634031.0,171538788.0,175890307.0,178158904.0,182215699.0,189976741.0,195121894.0,207376568.0,215098965.0,225759917.0,220157359.0,227692069.0,242797724.0,253770962.0,257170310.0,266952598.0,277628668.0,288486508.0
Indiana,AAL,Per Capita Personal Income,Calculated as the total personal income of the residents of an area divided by the population of the area. Per capita personal income is often used as an indicator of consumers' purchasing power and of the economic well-being of the residents of an area.,U. S. Bureau of Economic Analysis (BEA),dollars,dollars,17685.0,18005.0,19311.0,20137.0,21201.0,21940.0,22972.0,23968.0,25699.0,26573.0,28159.0,28704.0,28941.0,29406.0,30479.0,31077.0,32747.0,33717.0,35139.0,34084.0,35081.0,37259.0,38816.0,39148.0,40477.0,41984.0,43492.0
Indiana,AAM,Disposable Personal Income,"Disposable personal income is total personal income minus personal current taxes. Personal current taxes is tax payments (net of refunds) that are made by persons and that are not chargeable to business expense and certain other payments by persons to government agencies (except government enterprises) that are treated like taxes. Personal current taxes includes taxes on income, including realized net capital gains, and on personal property. Also included in personal current taxes are personal licenses. Contributions for government social insurance are not included.",U. S. Bureau of Economic Analysis (BEA),Millions of dollars,Millions of dollars,86449889.0,89183457.0,97094018.0,102134606.0,108092569.0,112785154.0,118802933.0,124412033.0,134135230.0,139946512.0,150285727.0,154245828.0,158663200.0,163744633.0,171300721.0,174687644.0,184998693.0,190742269.0,201376161.0,201109213.0,207139699.0,218755622.0,229636913.0,230986402.0,239832094.0,248317570.0,258978132.0
Indiana,AAN,Per Capita Disposable Personal Income,"Disposable personal income is total personal income minus personal current taxes. This measure of income is calculated as the disposable personal income of the residents of a given area divided by the resident population of the area. In computing disposable per capita personal income, BEA uses the Census Bureau's annual midyear population estimates.",U. S. Bureau of Economic Analysis (BEA),dollars,dollars,15555.0,15879.0,17110.0,17797.0,18657.0,19275.0,20116.0,20891.0,22360.0,23151.0,24670.0,25172.0,25774.0,26425.0,27483.0,27823.0,29213.0,29899.0,31344.0,31135.0,31914.0,33570.0,35125.0,35163.0,36364.0,37551.0,39044.0
Indiana,ABA,People in Poverty,"The percentage of people who are below poverty. Following the Office of Management and Budget's (OMB) Statistical Policy Directive 14, the Census Bureau uses a set of money income thresholds that vary by family size and composition to determine who is in poverty. If a family's total income is less than the family's threshold, then that family and every individual in it is considered in poverty. The official poverty thresholds do not vary geographically, but they are updated for inflation using Consumer Price Index (CPI-U). The official poverty definition uses money income before taxes and does not include capital gains or noncash benefits (such as public housing, Medicaid, and food stamps).",U. S. Census Bureau,Percent,Percent,,,,,,,,,,,,,10.2,9.5,10.8,12.2,12.7,12.3,13.1,16.1,16.3,15.6,15.2,11.6,,,
Indiana,ABB,Violent Crime,"The violent crime figures include the offenses of murder, rape (legacy definition), robbery, and aggravated assault","Federal Bureau of Investigation (FBI), U. S. Department of Justice","Rate per 100,000 Inhabitants","Rate per 100,000 Inhabitants",473.9,505.3,508.5,489.1,525.1,524.7,537.0,514.6,431.0,374.6,349.1,371.1,357.3,352.3,325.9,324.0,321.6,335.8,337.6,334.0,323.3,331.8,345.7,349.9,,,
Indiana,ABK,Birth Rate,Birth rates are calculated as the number of births divided by total resident population in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",per 1000 population,per 1000 population,,,,,,,,,,,,,,13.95,13.98,13.89,14.0,14.0862,13.8124,13.4183,12.9461,12.8436,12.731,12.647,,,
Indiana,ABL,Fertility Rate,Fertility rates are calculated as the number of births divided by the number of females age 15 - 44 years old in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Per 1000 females,Per 1000 females,,,,,,,,,,,,,,66.08,66.85,66.99,68.15,69.2409,68.4919,67.1464,65.2015,65.0164,64.6888,64.3136,,,
Indiana,ABM,Cancer Incidence,"Cancer case reports are counted by or summed by the cancer reported. For example, a single person with more than one primary cancer verified by a medical doctor is counted as a case report for each type of primary cancer reported. Having more than one primary cancer occurs in less than 20% of the population. The counts report the frequency of verified cancer diagnoses in the selected population and time period. Age-adjusted rates are calculated with age distribution ratios from the Year 2000 ""standard million"" population. An age-adjusted rate is a weighted average of the age-specific (crude) rates, where the weights are the proportions of persons in the corresponding age groups of a standard million population. The potential confounding effect of age is reduced when comparing age-adjusted rates computed using the same standard million population.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)","Age-Adjusted Rate, 2000 U.S. Std. Million","Age-Adjusted Rate, 2000 U.S. Std. Million",,,,,,,,,,473.884,488.29,506.222,505.995,498.167,488.855,489.349,499.102,493.23800000000006,489.184,479.288,470.522,458.85699999999997,,,,,
Indiana,ABN,Crude Death Rate,"Crude Rates are expressed as the number of deaths reported each calendar year per 100,000 population. Crude rates are helpful in determining the need for services for a given population, relative to another population, regardless of size. Crude rates are influenced by the underlying age distribution of the state's population. Even if two states have the same age-adjusted rates, the state with the relatively older population (as demonstrated by having a higher median age) will have higher crude rates because incidence or death rates for most cancers increase with increasing age.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,914.8599,912.2463,900.7859,899.8749,903.1994,869.7407,886.74,878.3342,846.4482,883.3263,866.5457,875.1501,893.1706,907.5249,924.0132,,,
Indiana,ABO,Infant Mortality Rate (< 1 year),"The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the resident population that is under one year of age, not the number of live births","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,817.6011,803.8963,744.7381,780.2109,782.6283,809.0989,820.6937,813.1015,771.9513,701.7624,792.3708,759.4005,774.8953,669.3263,723.5279,,,
Indiana,ABP,Child Mortality Rate (1-4 years),,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,42.1364,42.472,35.8031,35.1385,34.7709,37.0988,38.309,35.5827,30.4192,35.2861,30.6447,26.5868,28.342,33.4579,27.228,,,
Indiana,ABQ,Chlamydia Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,179.136,211.827,190.641,174.838,178.579,155.55100000000002,174.97400000000002,161.202,180.05,194.112,230.84599999999998,249.03900000000002,277.639,275.597,295.628,319.883,314.547,326.415,347.416,338.341,352.031,426.597,451.33099999999996,428.661,,,
Indiana,ABR,Gonorrhea Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,204.487,202.74599999999998,163.414,150.827,168.412,151.757,112.39399999999999,103.354,105.13600000000001,100.77799999999999,107.109,113.796,120.06700000000001,107.834,109.834,129.05,138.306,138.528,137.514,106.413,100.18799999999999,100.79899999999999,112.24799999999999,109.28,,,
Indiana,ABS,Primary and Secondary Syphilis Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,2.3930000000000002,3.4898,5.181,6.3077,4.9365,5.4858,3.5049,2.5356,3.5839999999999996,7.4442,5.7617,2.4646,1.0066,0.807,0.9619,0.9885,1.473,0.851,2.1955,2.4599,2.699,2.6546,3.4265,3.2888,,,
Indiana,ABT,18- to 24-Year-Olds Who Were High School Completers,"High school completers include diploma recipients and those completing high school through alternative credentials, such as a GED.","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Percent,Percent,,,,,,,,,,,76.49255128,,,,,,,,,80.2828,,80.5253,82.5662,82.8908,83.2405,,
Indiana,ABU,Population 25 Years Old and Over Who Have Bachelor's or Higher Degree,,"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Percent,Percent,,,,,,,,,,,19.4,,,,,,,,,22.7809,,22.767,23.346,23.7201,15.7567,,
Indiana,ABV,Enrollment in Public Elementary and Secondary Schools,"Actual Data: 1990 - 2013, Projection Data:2014-2025","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,954525.0,,,,,977263.0,,,,,989267.0,996133.0,1003875.0,1011130.0,1021348.0,1035074.0,1045940.0,1046764.0,1046147.0,1046661.0,1047232.0,1040765.0,1041369.0,1047385.0,1042400.0,1038600.0,1034500.0
Indiana,ABW,Average Daily Attendance in Public Elementary and Secondary Schools,,"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,884568.0,,,,,,,,,,929281.0,931886.0,942506.0,943735.0,943735.0,944944.0,966967.0,976373.0,969976.0,973342.0,976503.0,976225.0,976337.0,977509.0,976479.0,,
Indiana,ABX,Public Elementary and Secondary Teachers,Teachers reported in full-time equivalents (FTE),"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,,,,,,,,,,,59226.0,,,,,60592.0,,62334.0,62668.0,62258.0,58121.0,62338.58,59863.28,59823.14,56547.39,,
Indiana,ABY,Pupil/Teacher Ratios in Public Elementary and Secondary Schools,"Teachers reported in full-time equivalents (FTE). The pupil/teacher ratio includes teachers for students with disabilities and other special teachers, while these teachers are generally excluded from class size calculations. Ratios reflect totals reported by states and differ from totals reported for schools or school districts.","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Rate,Rate,,,,,,,,,,,16.70325533,,,,,17.08268,17.04985,16.79286,16.69347993,16.81167079,18.01813458,16.69535944,17.39578921,17.50802449,18.50251621,,
Indiana,ABZ,Public High School Graduates,"Actual Data: 1990 - 2013, Projection Data:2014-2026","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,60012.0,,,,,,,,,,57012.0,,,,56008.0,55444.0,57920.0,59887.0,61901.0,63663.0,64551.0,66133.0,65667.0,66595.0,67560.0,66840.0,66890.0
Indiana,ACA,Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools,,"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",dollars,dollars,4606.291079,4930.483754999999,5074.0,5344.120059000001,5630.0234390000005,5826.290661,6039.948131,6605.151846,6785.815318999999,7248.773687999999,7652.077656999999,8127.988322,8267.692198,8582.103839,9033.23453,9639.651533,9557.70566,9726.89478,9569.00846,9946.036509,10159.972,9923.889458,10220.334859999999,10036.90589,10078.39113,,
Indiana,ACB,Crops Production,Excluding horticulture. State value of production is computed by multiplying each State price (marketing year average) by its production. Value of production for theUnited States is the sum of State values for all States listed for the crop. Value of production estimates relate to the crop year. These estimates should not be confused with cash receipts which relate to sales during a calendar year irrespective of the year of production.,U. S. Department of Agriculture,Thousands of Dollars,Thousands of Dollars,,,,,,,,3297312.0,,,,,2992747.0,,,,,6974313.0,6689851.0,6500032.0,8210573.0,8916478.0,8163419.0,8791701.0,7615928.0,,
Indiana,ACD,Land Area,Total land area including non-agricultural,U. S. Department of Agriculture,Acres,Acres,,,,,,,,,,,,,22954817.0,,,,,22924685.0,,,,,22928756.0,,,,
Iowa,AAC,Persons Obtaining Legal Permanent Resident Status,Legal permanent residents (LPRs) are persons who have been granted lawful permanent residence in the United States. They are also known as “green card” recipients,U. S. Department of Homeland Security,Number of persons,Number of persons,,,,,,,,,,,,,,3419.0,4067.0,4535.0,4085.0,3103.0,3696.0,3963.0,4245.0,4624.0,4679.0,4105.0,4225.0,5047.0,
Iowa,AAD,Total Federal Government Expenditure,"Include federal expenditures or obligation for the grants, salaries and wages, procurement contracts, direct payments for individuals, including retirement and disability and other direct payments. Total expenditure does not include data on contingent liabilities (loans and insurance)","U. S. Census Bureau, Consolidated Federal Funds Report (CFFR)",Millions of dollars,Millions of dollars,,,,,,,13400.0,13600.0,14500.0,14600.0,14800.0,17400.0,18800.0,17600.0,19200.0,20300.0,21800.0,21600.0,23900.0,29400.0,28400.0,,,,,,
Iowa,AAE,Number of Farms,"A farm is any establishment from which $1,000 or more of agricultural products were sold or would normally be sold during the year. Number of farms and land in farms were revised for 2007 at the U.S. and State level based on the Census of Agriculture",United States Department of Agruculture (USDA),Number,Number,,,,,,,,,,,,92000.0,90600.0,90000.0,89700.0,89000.0,88600.0,92800.0,91400.0,90300.0,89100.0,88900.0,88600.0,88500.0,88000.0,87500.0,87000.0
Iowa,AAF,Total Employment,"The BEA employment series for states and local areas comprises estimates of the number of jobs, full-time plus part-time, by place of work. Full-time and part-time jobs are counted at equal weight. Employees, sole proprietors, and active partners are included, but unpaid family workers and volunteers are not included.",U. S. Bureau of Economic Analysis (BEA),Thousands of Jobs,Thousands of Jobs,1634995.0,1654110.0,1669175.0,1691565.0,1724805.0,1784926.0,1815405.0,1841110.0,1877996.0,1895217.0,1914632.0,1902162.0,1880298.0,1874426.0,1904243.0,1936248.0,1968350.0,1997501.0,2001992.0,1965704.0,1951933.0,1977990.0,1994470.0,2020217.0,2038226.0,2064932.0,
Iowa,AAH,Extended Mass Layoff Events,"Total private nonfarm. Extended mass layoff is an event where 50 or more workers filed initial claims for unemployment insurance benefits from a private nonfarm employer during a consecutive 5-week period, with at least 50 workers separated for more than 30 days. In States with trigger levels of fewer than 50 initial claimants, employers must confirm that 50 or more people were laid off for more than 30 days in order for events to be classified as extended mass layoffs.",U. S. Bureau of Labor Statistics (BLS),Number of Events,Number of Events,,,,,,,,,32.0,45.0,67.0,101.0,42.0,55.0,62.0,55.0,27.0,44.0,79.0,87.0,33.0,34.0,27.0,,,,
Iowa,AAI,Separations,Separations indicate the number of employees laid off in the extended mass layoff events. Total private nonfarm.,U. S. Bureau of Labor Statistics (BLS),Number,Number,,,,,,,,,2831.0,8184.0,9453.0,15591.0,5473.0,8140.0,8693.0,9614.0,4130.0,6760.0,10208.0,10473.0,5832.0,4639.0,3507.0,,,,
Iowa,AAQ,Average Compensation per Job,Average compensation per job is compensation of employees divided by total full-time and part-time wage and salary employment,U. S. Bureau of Economic Analysis (BEA),dollars,dollars,22945.0,23845.0,25247.0,26072.0,27000.0,27480.0,28243.0,29424.0,31036.0,32190.0,33607.0,34882.0,35911.0,37436.0,39193.0,40430.0,41829.0,43737.0,45215.0,45819.0,46922.0,47900.0,49688.0,50189.0,52389.0,53566.0,
Iowa,AAG,Drop in Welfare Rolls,,,Number of families on welfare,Number of families on welfare,,,,36515.0,,,,,,,20082.0,,,,,,,,,,,,,,,,
Iowa,AAK,Personal Income,"The personal income of an area is defined as the income that is received by, or on behalf of, all the individuals who live in the area; therefore, the estimates of personal income are presented by the place of residence of the income recipients. Personal income consists of the income that is received by persons from participation in production, from government and business transfer payments, and from government interest (which is treated like a transfer payment). It is calculated as the sum of wage and salary disbursements, other labor income, proprietors' income with inventory valuation and capital consumption adjustments, rental income of persons with capital consumption adjustment, personal dividend income, personal interest income, and transfer payments to persons, less personal contributions for social insurance.",U. S. Bureau of Economic Analysis (BEA),Millions of dollars,Millions of dollars,49067459.0,50202706.0,53914617.0,54137967.0,59005529.0,61476185.0,67006658.0,70118131.0,73443712.0,75382397.0,80584533.0,82906560.0,84963006.0,86723292.0,94120989.0,96668245.0,102703805.0,110015525.0,117010217.0,113322375.0,115762598.0,125236725.0,130989989.0,133536267.0,138125908.0,143393977.0,146685133.0
Iowa,AAL,Per Capita Personal Income,Calculated as the total personal income of the residents of an area divided by the population of the area. Per capita personal income is often used as an indicator of consumers' purchasing power and of the economic well-being of the residents of an area.,U. S. Bureau of Economic Analysis (BEA),dollars,dollars,17644.0,17945.0,19130.0,19083.0,20698.0,21440.0,23266.0,24253.0,25300.0,25837.0,27512.0,28276.0,28956.0,29478.0,31866.0,32609.0,34434.0,36681.0,38787.0,37365.0,37946.0,40857.0,42580.0,43189.0,44442.0,45930.0,46794.0
Iowa,AAM,Disposable Personal Income,"Disposable personal income is total personal income minus personal current taxes. Personal current taxes is tax payments (net of refunds) that are made by persons and that are not chargeable to business expense and certain other payments by persons to government agencies (except government enterprises) that are treated like taxes. Personal current taxes includes taxes on income, including realized net capital gains, and on personal property. Also included in personal current taxes are personal licenses. Contributions for government social insurance are not included.",U. S. Bureau of Economic Analysis (BEA),Millions of dollars,Millions of dollars,43432593.0,44533058.0,48071904.0,48082923.0,52541760.0,54638166.0,59591899.0,61891739.0,64759082.0,66470057.0,71305415.0,73516047.0,76711799.0,78871678.0,85993273.0,87583183.0,92531864.0,98381037.0,104996094.0,103578579.0,105429794.0,113010456.0,117901179.0,119584020.0,123761837.0,127886188.0,131136198.0
Iowa,AAN,Per Capita Disposable Personal Income,"Disposable personal income is total personal income minus personal current taxes. This measure of income is calculated as the disposable personal income of the residents of a given area divided by the resident population of the area. In computing disposable per capita personal income, BEA uses the Census Bureau's annual midyear population estimates.",U. S. Bureau of Economic Analysis (BEA),dollars,dollars,15618.0,15918.0,17056.0,16949.0,18431.0,19055.0,20692.0,21408.0,22309.0,22782.0,24344.0,25074.0,26144.0,26809.0,29114.0,29544.0,31023.0,32802.0,34805.0,34152.0,34559.0,36869.0,38326.0,38676.0,39820.0,40963.0,41834.0
Iowa,ABA,People in Poverty,"The percentage of people who are below poverty. Following the Office of Management and Budget's (OMB) Statistical Policy Directive 14, the Census Bureau uses a set of money income thresholds that vary by family size and composition to determine who is in poverty. If a family's total income is less than the family's threshold, then that family and every individual in it is considered in poverty. The official poverty thresholds do not vary geographically, but they are updated for inflation using Consumer Price Index (CPI-U). The official poverty definition uses money income before taxes and does not include capital gains or noncash benefits (such as public housing, Medicaid, and food stamps).",U. S. Census Bureau,Percent,Percent,,,,,,,,,,,,,9.7,9.1,9.9,10.8,11.0,11.0,11.5,10.7,10.3,10.4,10.3,10.8,,,
Iowa,ABB,Violent Crime,"The violent crime figures include the offenses of murder, rape (legacy definition), robbery, and aggravated assault","Federal Bureau of Investigation (FBI), U. S. Department of Justice","Rate per 100,000 Inhabitants","Rate per 100,000 Inhabitants",299.7,303.3,278.0,325.5,315.1,354.4,272.5,310.0,311.5,280.0,266.4,268.2,285.7,277.9,287.8,293.0,285.7,300.2,288.1,282.1,268.5,257.3,263.9,260.9,,,
Iowa,ABK,Birth Rate,Birth rates are calculated as the number of births divided by total resident population in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",per 1000 population,per 1000 population,,,,,,,,,,,,,,12.98,13.01,13.26,13.61,13.6322,13.3336,13.0902,12.7099,12.4788,12.5893,12.6501,,,
Iowa,ABL,Fertility Rate,Fertility rates are calculated as the number of births divided by the number of females age 15 - 44 years old in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Per 1000 females,Per 1000 females,,,,,,,,,,,,,,64.24,65.03,66.93,69.47,70.3017,69.4403,68.77,67.1398,66.0845,66.7632,67.0699,,,
Iowa,ABM,Cancer Incidence,"Cancer case reports are counted by or summed by the cancer reported. For example, a single person with more than one primary cancer verified by a medical doctor is counted as a case report for each type of primary cancer reported. Having more than one primary cancer occurs in less than 20% of the population. The counts report the frequency of verified cancer diagnoses in the selected population and time period. Age-adjusted rates are calculated with age distribution ratios from the Year 2000 ""standard million"" population. An age-adjusted rate is a weighted average of the age-specific (crude) rates, where the weights are the proportions of persons in the corresponding age groups of a standard million population. The potential confounding effect of age is reduced when comparing age-adjusted rates computed using the same standard million population.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)","Age-Adjusted Rate, 2000 U.S. Std. Million","Age-Adjusted Rate, 2000 U.S. Std. Million",,,,,,,,,,502.825,498.76199999999994,508.23400000000004,510.02,498.06699999999995,499.218,500.084,504.05199999999996,501.51199999999994,500.244,510.34,500.897,490.156,,,,,
Iowa,ABN,Crude Death Rate,"Crude Rates are expressed as the number of deaths reported each calendar year per 100,000 population. Crude rates are helpful in determining the need for services for a given population, relative to another population, regardless of size. Crude rates are influenced by the underlying age distribution of the state's population. Even if two states have the same age-adjusted rates, the state with the relatively older population (as demonstrated by having a higher median age) will have higher crude rates because incidence or death rates for most cancers increase with increasing age.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,973.7685,958.8822,947.8523,953.5027,953.8412,910.6406,938.1491,917.3739999999999,907.6051,946.0894,908.1827,910.7606,919.8127,923.2078,936.7024,,,
Iowa,ABO,Infant Mortality Rate (< 1 year),"The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the resident population that is under one year of age, not the number of live births","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,582.7506,644.2862,558.9243,534.2569,563.5206,512.2816,548.4174,517.9412,548.0186,557.962,456.8846,482.69699999999995,477.9383,532.1773,424.3281,,,
Iowa,ABP,Child Mortality Rate (1-4 years),,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,31.3676,32.336999999999996,30.6303,27.9616,26.5659,19.8229,26.2961,26.1178,27.6534,34.7246,29.1142,18.4085,25.4355,27.8101,22.3574,,,
Iowa,ABQ,Chlamydia Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,234.051,237.274,217.748,183.78799999999998,189.88,177.48,144.618,169.727,178.237,188.886,204.422,194.375,210.947,220.47799999999998,235.44099999999997,249.12900000000002,281.347,289.253,312.134,312.714,346.05300000000005,349.57300000000004,370.082,356.289,,,
Iowa,ABR,Gonorrhea Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,83.8182,70.1312,58.6858,67.5015,57.7042,60.0898,39.7569,45.3458,55.669,46.7845,47.5289,48.3634,50.3957,52.7842,42.2752,54.1409,65.92699999999999,64.5238,56.6184,55.1223,59.1855,62.6978,65.253,47.8826,,,
